1736458893.395820 server started (3409348): version 3.4, socket /tmp/tmux-208764/default, protocol 8
1736458893.395843 on Linux 6.8.0-47-generic #47-Ubuntu SMP PREEMPT_DYNAMIC Fri Sep 27 21:40:26 UTC 2024
1736458893.395850 using libevent 2.1.12-stable poll
1736458893.395853 using ncurses 6.4 20240113
1736458893.432047 yylex_token: b
1736458893.432049 yylex_token: end at WS
1736458893.432051 yylex_token: send
1736458893.432054 yylex_token: end at WS
1736458893.432056 yylex_token: -X
1736458893.432058 yylex_token: end at WS
1736458893.432061 yylex_token: previous-word
1736458893.432064 cmd_parse_build_commands 0:0: bind
1736458893.432066 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.432068 cmd_parse_build_commands 0:2: b
1736458893.432071 cmd_parse_build_commands 0:3 0:0: send
1736458893.432074 cmd_parse_build_commands 0:3 0:1: -X
1736458893.432076 cmd_parse_build_commands 0:3 0:2: previous-word
1736458893.432079 cmd_parse_build_commands 0:0: send
1736458893.432081 cmd_parse_build_commands 0:1: -X
1736458893.432084 cmd_parse_build_commands 0:2: previous-word
1736458893.432087 args_parse_flags: next -X
1736458893.432089 args_parse_flags: -X
1736458893.432092 args_parse_flags: next previous-word
1736458893.432094 args_parse: flags end at 2 of 3
1736458893.432100 args_parse: 2 = previous-word (type STRING)
1736458893.432103 cmd_parse_build_commands: send-keys -X previous-word
1736458893.432106 args_parse_flags: next -Tcopy-mode-vi
1736458893.432109 args_parse_flag_argument: -T = copy-mode-vi
1736458893.432111 args_parse_flags: next b
1736458893.432113 args_parse: flags end at 2 of 4
1736458893.432116 args_parse: 2 = b (type STRING)
1736458893.432119 args_parse: 3 = send-keys -X previous-word (type COMMANDS)
1736458893.432125 cmd_parse_build_commands: bind-key -T copy-mode-vi b { send-keys -X previous-word }
1736458893.432128 cmdq_get_command: [bind-key/0x632616d3f900] group 2384
1736458893.432131 cmdq_append <global>: [bind-key/0x632616d3f900]
1736458893.432135 yylex_token: end at WS
1736458893.432137 yylex_token: bind
1736458893.432139 yylex_token: end at WS
1736458893.432142 yylex_token: -Tcopy-mode-vi
1736458893.432144 yylex_token: end at WS
1736458893.432146 yylex_token: e
1736458893.432149 yylex_token: end at WS
1736458893.432151 yylex_token: send
1736458893.432153 yylex_token: end at WS
1736458893.432155 yylex_token: -X
1736458893.432158 yylex_token: end at WS
1736458893.432160 yylex_token: next-word-end
1736458893.432163 cmd_parse_build_commands 0:0: bind
1736458893.432165 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.432168 cmd_parse_build_commands 0:2: e
1736458893.432170 cmd_parse_build_commands 0:3 0:0: send
1736458893.432173 cmd_parse_build_commands 0:3 0:1: -X
1736458893.432175 cmd_parse_build_commands 0:3 0:2: next-word-end
1736458893.432178 cmd_parse_build_commands 0:0: send
1736458893.432180 cmd_parse_build_commands 0:1: -X
1736458893.432183 cmd_parse_build_commands 0:2: next-word-end
1736458893.432187 args_parse_flags: next -X
1736458893.432189 args_parse_flags: -X
1736458893.432191 args_parse_flags: next next-word-end
1736458893.432194 args_parse: flags end at 2 of 3
1736458893.432196 args_parse: 2 = next-word-end (type STRING)
1736458893.432200 cmd_parse_build_commands: send-keys -X next-word-end
1736458893.432202 args_parse_flags: next -Tcopy-mode-vi
1736458893.432205 args_parse_flag_argument: -T = copy-mode-vi
1736458893.432207 args_parse_flags: next e
1736458893.432209 args_parse: flags end at 2 of 4
1736458893.432212 args_parse: 2 = e (type STRING)
1736458893.432215 args_parse: 3 = send-keys -X next-word-end (type COMMANDS)
1736458893.432221 cmd_parse_build_commands: bind-key -T copy-mode-vi e { send-keys -X next-word-end }
1736458893.432224 cmdq_get_command: [bind-key/0x632616d40240] group 2392
1736458893.432226 cmdq_append <global>: [bind-key/0x632616d40240]
1736458893.432230 yylex_token: end at WS
1736458893.432232 yylex_token: bind
1736458893.432235 yylex_token: end at WS
1736458893.432237 yylex_token: -Tcopy-mode-vi
1736458893.432240 yylex_token: end at WS
1736458893.432242 yylex_token: f
1736458893.432245 yylex_token: end at WS
1736458893.432247 yylex_token: command-prompt
1736458893.432250 yylex_token: end at WS
1736458893.432252 yylex_token: -1p(jump forward)
1736458893.432254 yylex_token: end at WS
1736458893.432257 yylex_token: send
1736458893.432259 yylex_token: end at WS
1736458893.432261 yylex_token: -X
1736458893.432264 yylex_token: end at WS
1736458893.432266 yylex_token: jump-forward
1736458893.432268 yylex_token: end at WS
1736458893.432270 yylex_token: %%
1736458893.432274 cmd_parse_build_commands 0:0: bind
1736458893.432276 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.432278 cmd_parse_build_commands 0:2: f
1736458893.432281 cmd_parse_build_commands 0:3 0:0: command-prompt
1736458893.432284 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1736458893.432286 cmd_parse_build_commands 0:3 0:2 0:0: send
1736458893.432289 cmd_parse_build_commands 0:3 0:2 0:1: -X
1736458893.432291 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1736458893.432294 cmd_parse_build_commands 0:3 0:2 0:3: %%
1736458893.432297 cmd_parse_build_commands 0:0: command-prompt
1736458893.432299 cmd_parse_build_commands 0:1: -1p(jump forward)
1736458893.432302 cmd_parse_build_commands 0:2 0:0: send
1736458893.432304 cmd_parse_build_commands 0:2 0:1: -X
1736458893.432309 cmd_parse_build_commands 0:2 0:2: jump-forward
1736458893.432312 cmd_parse_build_commands 0:2 0:3: %%
1736458893.432315 cmd_parse_build_commands 0:0: send
1736458893.432317 cmd_parse_build_commands 0:1: -X
1736458893.432319 cmd_parse_build_commands 0:2: jump-forward
1736458893.432322 cmd_parse_build_commands 0:3: %%
1736458893.432325 args_parse_flags: next -X
1736458893.432327 args_parse_flags: -X
1736458893.432330 args_parse_flags: next jump-forward
1736458893.432332 args_parse: flags end at 2 of 4
1736458893.432334 args_parse: 2 = jump-forward (type STRING)
1736458893.432337 args_parse: 3 = %% (type STRING)
1736458893.432341 cmd_parse_build_commands: send-keys -X jump-forward "%%"
1736458893.432344 args_parse_flags: next -1p(jump forward)
1736458893.432346 args_parse_flags: -1
1736458893.432349 args_parse_flag_argument: -p = (jump forward)
1736458893.432351 args_parse: flags end at 2 of 3
1736458893.432359 args_parse: 2 = send-keys -X jump-forward "%%" (type COMMANDS)
1736458893.432365 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1736458893.432368 args_parse_flags: next -Tcopy-mode-vi
1736458893.432370 args_parse_flag_argument: -T = copy-mode-vi
1736458893.432372 args_parse_flags: next f
1736458893.432375 args_parse: flags end at 2 of 4
1736458893.432377 args_parse: 2 = f (type STRING)
1736458893.432383 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } (type COMMANDS)
1736458893.432391 cmd_parse_build_commands: bind-key -T copy-mode-vi f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } }
1736458893.432395 cmdq_get_command: [bind-key/0x632616d41680] group 2400
1736458893.432397 cmdq_append <global>: [bind-key/0x632616d41680]
1736458893.432405 yylex_token: end at WS
1736458893.432407 yylex_token: bind
1736458893.432410 yylex_token: end at WS
1736458893.432412 yylex_token: -Tcopy-mode-vi
1736458893.432414 yylex_token: end at WS
1736458893.432416 yylex_token: g
1736458893.432419 yylex_token: end at WS
1736458893.432421 yylex_token: send
1736458893.432423 yylex_token: end at WS
1736458893.432425 yylex_token: -X
1736458893.432428 yylex_token: end at WS
1736458893.432430 yylex_token: history-top
1736458893.432433 cmd_parse_build_commands 0:0: bind
1736458893.432436 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.432438 cmd_parse_build_commands 0:2: g
1736458893.432441 cmd_parse_build_commands 0:3 0:0: send
1736458893.432443 cmd_parse_build_commands 0:3 0:1: -X
1736458893.432446 cmd_parse_build_commands 0:3 0:2: history-top
1736458893.432449 cmd_parse_build_commands 0:0: send
1736458893.432451 cmd_parse_build_commands 0:1: -X
1736458893.432453 cmd_parse_build_commands 0:2: history-top
1736458893.432457 args_parse_flags: next -X
1736458893.432459 args_parse_flags: -X
1736458893.432462 args_parse_flags: next history-top
1736458893.432464 args_parse: flags end at 2 of 3
1736458893.432467 args_parse: 2 = history-top (type STRING)
1736458893.432470 cmd_parse_build_commands: send-keys -X history-top
1736458893.432473 args_parse_flags: next -Tcopy-mode-vi
1736458893.432475 args_parse_flag_argument: -T = copy-mode-vi
1736458893.432478 args_parse_flags: next g
1736458893.432480 args_parse: flags end at 2 of 4
1736458893.432483 args_parse: 2 = g (type STRING)
1736458893.432486 args_parse: 3 = send-keys -X history-top (type COMMANDS)
1736458893.432492 cmd_parse_build_commands: bind-key -T copy-mode-vi g { send-keys -X history-top }
1736458893.432495 cmdq_get_command: [bind-key/0x632616d40530] group 2412
1736458893.432497 cmdq_append <global>: [bind-key/0x632616d40530]
1736458893.432501 yylex_token: end at WS
1736458893.432503 yylex_token: bind
1736458893.432506 yylex_token: end at WS
1736458893.432508 yylex_token: -Tcopy-mode-vi
1736458893.432511 yylex_token: end at WS
1736458893.432513 yylex_token: h
1736458893.432515 yylex_token: end at WS
1736458893.432517 yylex_token: send
1736458893.432520 yylex_token: end at WS
1736458893.432522 yylex_token: -X
1736458893.432527 yylex_token: end at WS
1736458893.432529 yylex_token: cursor-left
1736458893.432532 cmd_parse_build_commands 0:0: bind
1736458893.432534 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.432537 cmd_parse_build_commands 0:2: h
1736458893.432539 cmd_parse_build_commands 0:3 0:0: send
1736458893.432542 cmd_parse_build_commands 0:3 0:1: -X
1736458893.432544 cmd_parse_build_commands 0:3 0:2: cursor-left
1736458893.432547 cmd_parse_build_commands 0:0: send
1736458893.432549 cmd_parse_build_commands 0:1: -X
1736458893.432552 cmd_parse_build_commands 0:2: cursor-left
1736458893.432555 args_parse_flags: next -X
1736458893.432557 args_parse_flags: -X
1736458893.432560 args_parse_flags: next cursor-left
1736458893.432562 args_parse: flags end at 2 of 3
1736458893.432565 args_parse: 2 = cursor-left (type STRING)
1736458893.432569 cmd_parse_build_commands: send-keys -X cursor-left
1736458893.432571 args_parse_flags: next -Tcopy-mode-vi
1736458893.432574 args_parse_flag_argument: -T = copy-mode-vi
1736458893.432576 args_parse_flags: next h
1736458893.432578 args_parse: flags end at 2 of 4
1736458893.432581 args_parse: 2 = h (type STRING)
1736458893.432584 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1736458893.432589 cmd_parse_build_commands: bind-key -T copy-mode-vi h { send-keys -X cursor-left }
1736458893.432593 cmdq_get_command: [bind-key/0x632616d41780] group 2420
1736458893.432595 cmdq_append <global>: [bind-key/0x632616d41780]
1736458893.432599 yylex_token: end at WS
1736458893.432601 yylex_token: bind
1736458893.432604 yylex_token: end at WS
1736458893.432606 yylex_token: -Tcopy-mode-vi
1736458893.432608 yylex_token: end at WS
1736458893.432610 yylex_token: j
1736458893.432613 yylex_token: end at WS
1736458893.432615 yylex_token: send
1736458893.432617 yylex_token: end at WS
1736458893.432619 yylex_token: -X
1736458893.432622 yylex_token: end at WS
1736458893.432624 yylex_token: cursor-down
1736458893.432627 cmd_parse_build_commands 0:0: bind
1736458893.432629 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.432632 cmd_parse_build_commands 0:2: j
1736458893.432634 cmd_parse_build_commands 0:3 0:0: send
1736458893.432637 cmd_parse_build_commands 0:3 0:1: -X
1736458893.432639 cmd_parse_build_commands 0:3 0:2: cursor-down
1736458893.432642 cmd_parse_build_commands 0:0: send
1736458893.432644 cmd_parse_build_commands 0:1: -X
1736458893.432647 cmd_parse_build_commands 0:2: cursor-down
1736458893.432650 args_parse_flags: next -X
1736458893.432652 args_parse_flags: -X
1736458893.432655 args_parse_flags: next cursor-down
1736458893.432657 args_parse: flags end at 2 of 3
1736458893.432659 args_parse: 2 = cursor-down (type STRING)
1736458893.432663 cmd_parse_build_commands: send-keys -X cursor-down
1736458893.432666 args_parse_flags: next -Tcopy-mode-vi
1736458893.432668 args_parse_flag_argument: -T = copy-mode-vi
1736458893.432670 args_parse_flags: next j
1736458893.432673 args_parse: flags end at 2 of 4
1736458893.432675 args_parse: 2 = j (type STRING)
1736458893.432679 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1736458893.432684 cmd_parse_build_commands: bind-key -T copy-mode-vi j { send-keys -X cursor-down }
1736458893.432687 cmdq_get_command: [bind-key/0x632616d41e90] group 2428
1736458893.432689 cmdq_append <global>: [bind-key/0x632616d41e90]
1736458893.432693 yylex_token: end at WS
1736458893.432695 yylex_token: bind
1736458893.432698 yylex_token: end at WS
1736458893.432700 yylex_token: -Tcopy-mode-vi
1736458893.432702 yylex_token: end at WS
1736458893.432705 yylex_token: k
1736458893.432707 yylex_token: end at WS
1736458893.432709 yylex_token: send
1736458893.432711 yylex_token: end at WS
1736458893.432713 yylex_token: -X
1736458893.432716 yylex_token: end at WS
1736458893.432718 yylex_token: cursor-up
1736458893.432721 cmd_parse_build_commands 0:0: bind
1736458893.432723 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.432726 cmd_parse_build_commands 0:2: k
1736458893.432728 cmd_parse_build_commands 0:3 0:0: send
1736458893.432731 cmd_parse_build_commands 0:3 0:1: -X
1736458893.432736 cmd_parse_build_commands 0:3 0:2: cursor-up
1736458893.432739 cmd_parse_build_commands 0:0: send
1736458893.432741 cmd_parse_build_commands 0:1: -X
1736458893.432744 cmd_parse_build_commands 0:2: cursor-up
1736458893.432747 args_parse_flags: next -X
1736458893.432750 args_parse_flags: -X
1736458893.432752 args_parse_flags: next cursor-up
1736458893.432754 args_parse: flags end at 2 of 3
1736458893.432757 args_parse: 2 = cursor-up (type STRING)
1736458893.432760 cmd_parse_build_commands: send-keys -X cursor-up
1736458893.432763 args_parse_flags: next -Tcopy-mode-vi
1736458893.432765 args_parse_flag_argument: -T = copy-mode-vi
1736458893.432768 args_parse_flags: next k
1736458893.432770 args_parse: flags end at 2 of 4
1736458893.432772 args_parse: 2 = k (type STRING)
1736458893.432776 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1736458893.432786 cmd_parse_build_commands: bind-key -T copy-mode-vi k { send-keys -X cursor-up }
1736458893.432789 cmdq_get_command: [bind-key/0x632616d42450] group 2436
1736458893.432791 cmdq_append <global>: [bind-key/0x632616d42450]
1736458893.432798 yylex_token: end at WS
1736458893.432801 yylex_token: bind
1736458893.432803 yylex_token: end at WS
1736458893.432805 yylex_token: -Tcopy-mode-vi
1736458893.432808 yylex_token: end at WS
1736458893.432810 yylex_token: z
1736458893.432812 yylex_token: end at WS
1736458893.432814 yylex_token: send
1736458893.432817 yylex_token: end at WS
1736458893.432819 yylex_token: -X
1736458893.432821 yylex_token: end at WS
1736458893.432824 yylex_token: scroll-middle
1736458893.432827 cmd_parse_build_commands 0:0: bind
1736458893.432829 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.432831 cmd_parse_build_commands 0:2: z
1736458893.432834 cmd_parse_build_commands 0:3 0:0: send
1736458893.432836 cmd_parse_build_commands 0:3 0:1: -X
1736458893.432839 cmd_parse_build_commands 0:3 0:2: scroll-middle
1736458893.432842 cmd_parse_build_commands 0:0: send
1736458893.432844 cmd_parse_build_commands 0:1: -X
1736458893.432847 cmd_parse_build_commands 0:2: scroll-middle
1736458893.432850 args_parse_flags: next -X
1736458893.432852 args_parse_flags: -X
1736458893.432855 args_parse_flags: next scroll-middle
1736458893.432857 args_parse: flags end at 2 of 3
1736458893.432859 args_parse: 2 = scroll-middle (type STRING)
1736458893.432863 cmd_parse_build_commands: send-keys -X scroll-middle
1736458893.432866 args_parse_flags: next -Tcopy-mode-vi
1736458893.432868 args_parse_flag_argument: -T = copy-mode-vi
1736458893.432871 args_parse_flags: next z
1736458893.432873 args_parse: flags end at 2 of 4
1736458893.432875 args_parse: 2 = z (type STRING)
1736458893.432879 args_parse: 3 = send-keys -X scroll-middle (type COMMANDS)
1736458893.432884 cmd_parse_build_commands: bind-key -T copy-mode-vi z { send-keys -X scroll-middle }
1736458893.432887 cmdq_get_command: [bind-key/0x632616d42970] group 2444
1736458893.432890 cmdq_append <global>: [bind-key/0x632616d42970]
1736458893.432893 yylex_token: end at WS
1736458893.432896 yylex_token: bind
1736458893.432898 yylex_token: end at WS
1736458893.432901 yylex_token: -Tcopy-mode-vi
1736458893.432903 yylex_token: end at WS
1736458893.432912 yylex_token: l
1736458893.432915 yylex_token: end at WS
1736458893.432917 yylex_token: send
1736458893.432919 yylex_token: end at WS
1736458893.432921 yylex_token: -X
1736458893.432924 yylex_token: end at WS
1736458893.432926 yylex_token: cursor-right
1736458893.432929 cmd_parse_build_commands 0:0: bind
1736458893.432932 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.432934 cmd_parse_build_commands 0:2: l
1736458893.432937 cmd_parse_build_commands 0:3 0:0: send
1736458893.432939 cmd_parse_build_commands 0:3 0:1: -X
1736458893.432941 cmd_parse_build_commands 0:3 0:2: cursor-right
